Borehole_Number,Longitude_deg,Latitude_deg,Depth_m,Sand_Bottom_m,Drilled_Depth_m,Predicted_Susceptibility_SI,Observed_Susceptibility_SI_if_available,Nearest_Active_Cell_ID,Distance_to_Nearest_Cell_Centre_m,Cell_X_m,Cell_Y_m,Cell_Z_m,Susceptibility_Source
RBGUT-18,72.428653,25.595517,101,0,140,0.11304,0.11304,1957666,14.20944279,825,75,-100.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,102,0,140,0.0432064,0.0432064,1947870,14.20944279,825,75,-102.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,103,0,140,0.02416544,0.0366752,1942971,14.20944279,825,75,-103.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,104,0,140,0.02416544,0.01165568,1942971,14.20944279,825,75,-103.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,105,0,140,0.0201588,0.01256,1933171,14.20944279,825,75,-105.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,106,0,140,0.0201588,0.0277576,1933171,14.20944279,825,75,-105.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,107,0,140,0.01239672,0.01239672,1928271,14.20944279,825,75,-106.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,108,0,140,0.00148208,0.00148208,1918471,14.20944279,825,75,-108.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,109,0,140,0.00300812,0.00120576,1913571,14.20944279,825,75,-109.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,110,0,140,0.00300812,0.00481048,1913571,14.20944279,825,75,-109.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,111,0,140,0.0561432,0.0561432,1903771,14.20944279,825,75,-111.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,112,0,140,0.0688288,0.0688288,1898871,14.20944279,825,75,-112.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,113,0,140,0.0648096,0.0811376,1893971,14.20944279,825,75,-113.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,114,0,140,0.0648096,0.0484816,1893971,14.20944279,825,75,-113.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,115,0,140,0.0347912,0.0347912,1884171,14.20944279,825,75,-115.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,116,0,140,0.0536312,0.0145696,1879271,14.20944279,825,75,-116.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,117,0,140,0.0536312,0.0926928,1879271,14.20944279,825,75,-116.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,118,0,140,0.0131252,0.0134392,1869471,14.20944279,825,75,-118.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,119,0,140,0.0131252,0.0128112,1869471,14.20944279,825,75,-118.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,120,0,140,0.0034226,0.0064056,1859671,14.20944279,825,75,-120.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,121,0,140,0.0034226,0.0004396,1859671,14.20944279,825,75,-120.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,122,0,140,0.00038936,0.00038936,1854771,14.20944279,825,75,-121.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,123,0,140,0.00058404,0.00061544,1844971,14.20944279,825,75,-123.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,124,0,140,0.00058404,0.00055264,1844971,14.20944279,825,75,-123.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,125,0,140,0.00048984,0.00048984,1840071,14.20944279,825,75,-124.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,126,0,140,0.000628,0.000628,1830271,14.20944279,825,75,-126.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,127,0,140,0.00059032,0.00079128,1825371,14.20944279,825,75,-127.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,128,0,140,0.00059032,0.00038936,1825371,14.20944279,825,75,-127.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,129,0,140,0.00036424,0.00036424,1815571,14.20944279,825,75,-129.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,130,0,140,0.00072848,0.00040192,1810671,14.20944279,825,75,-130.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,131,0,140,0.00072848,0.00105504,1810671,14.20944279,825,75,-130.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,132,0,140,0.00033912,0.00033912,1805771,14.20944279,825,75,-131.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,133,0,140,0.00045844,0.00035168,1795971,14.20944279,825,75,-133.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,134,0,140,0.00045844,0.0005652,1795971,14.20944279,825,75,-133.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,135,0,140,0.0011304,0.0011304,1791071,14.20944279,825,75,-134.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,136,0,140,0.00040192,0.00040192,1781271,14.20944279,825,75,-136.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,137,0,140,0.0005652,0.0005652,1776371,14.20944279,825,75,-137.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,138,0,140,0.00048984,0.00038936,1771471,14.20944279,825,75,-138.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,139,0,140,0.00048984,0.00059032,1771471,14.20944279,825,75,-138.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,140,0,140,0.0001884,0.0001884,1766571,14.20944279,825,75,-139.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,71,71,125,0.0547302,0.1085184,2099368,8.545884294,-75,225,-71.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,72,71,125,0.0547302,0.000942,2099368,8.545884294,-75,225,-71.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,73,71,125,0.00209124,0.00190912,2089677,8.545884294,-75,225,-73.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,74,71,125,0.00209124,0.00227336,2089677,8.545884294,-75,225,-73.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,75,71,125,0.00077244,0.00071592,2079965,8.545884294,-75,225,-75.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,76,71,125,0.00077244,0.00082896,2079965,8.545884294,-75,225,-75.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,77,71,125,0.00130624,0.00130624,2075100,8.545884294,-75,225,-76.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,78,71,125,0.0006594,0.00090432,2065364,8.545884294,-75,225,-78.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,79,71,125,0.0006594,0.00041448,2065364,8.545884294,-75,225,-78.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,80,71,125,0.00468488,0.00468488,2055620,8.545884294,-75,225,-80.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,81,71,125,0.0093572,0.0093572,2050743,8.545884294,-75,225,-81.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,82,71,125,0.00455928,0.00455928,2045864,8.545884294,-75,225,-82.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,83,71,125,0.01018616,0.01018616,2040984,8.545884294,-75,225,-83.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,84,71,125,0.00849056,0.00849056,2036103,8.545884294,-75,225,-84.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,85,71,125,0.00249316,0.0037052,2031221,8.545884294,-75,225,-85.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,86,71,125,0.00249316,0.00128112,2031221,8.545884294,-75,225,-85.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,87,71,125,0.00080384,0.00064056,2021449,8.545884294,-75,225,-87.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,88,71,125,0.00080384,0.00096712,2021449,8.545884294,-75,225,-87.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,89,71,125,0.00097968,0.00097968,2011677,8.545884294,-75,225,-89.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,90,71,125,0.00074732,0.00076616,2006790,8.545884294,-75,225,-90.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,91,71,125,0.00074732,0.00072848,2006790,8.545884294,-75,225,-90.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,92,71,125,0.00090432,0.00090432,2001901,8.545884294,-75,225,-91.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,93,71,125,0.00491096,0.00474768,1992120,8.545884294,-75,225,-93.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,94,71,125,0.00491096,0.00507424,1992120,8.545884294,-75,225,-93.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,95,71,125,0.0193424,0.0193424,1987227,8.545884294,-75,225,-94.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,96,71,125,0.03298256,0.00831472,1977440,8.545884294,-75,225,-96.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,97,71,125,0.03298256,0.0576504,1977440,8.545884294,-75,225,-96.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,98,71,125,0.00476024,0.00476024,1967649,8.545884294,-75,225,-98.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,99,71,125,0.0537568,0.0537568,1962753,8.545884294,-75,225,-99.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,100,71,125,0.0881712,0.0881712,1957856,8.545884294,-75,225,-100.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,101,71,125,0.146952,0.146952,1952959,8.545884294,-75,225,-101.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,102,71,125,0.16014,0.165792,1948061,8.545884294,-75,225,-102.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,103,71,125,0.16014,0.154488,1948061,8.545884294,-75,225,-102.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,104,71,125,0.167048,0.167048,1938263,8.545884294,-75,225,-104.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,105,71,125,0.1306868,0.0968376,1933363,8.545884294,-75,225,-105.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,106,71,125,0.1306868,0.164536,1933363,8.545884294,-75,225,-105.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,107,71,125,0.165792,0.185888,1923563,8.545884294,-75,225,-107.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,108,71,125,0.165792,0.145696,1923563,8.545884294,-75,225,-107.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,109,71,125,0.154488,0.154488,1913763,8.545884294,-75,225,-109.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,110,71,125,0.184632,0.184632,1908863,8.545884294,-75,225,-110.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,111,71,125,0.12874,0.128112,1903963,8.545884294,-75,225,-111.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,112,71,125,0.12874,0.129368,1903963,8.545884294,-75,225,-111.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,113,71,125,0.221056,0.221056,1899063,8.545884294,-75,225,-112.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,114,71,125,0.165792,0.168304,1889263,8.545884294,-75,225,-114.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,115,71,125,0.165792,0.16328,1889263,8.545884294,-75,225,-114.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,116,71,125,0.201588,0.259992,1879463,8.545884294,-75,225,-116.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,117,71,125,0.201588,0.143184,1879463,8.545884294,-75,225,-116.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,118,71,125,0.1065088,0.178352,1869663,8.545884294,-75,225,-118.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,119,71,125,0.1065088,0.0346656,1869663,8.545884294,-75,225,-118.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,120,71,125,0.143184,0.143184,1864763,8.545884294,-75,225,-119.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,121,71,125,0.03454,0.03454,1859863,8.545884294,-75,225,-120.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,122,71,125,0.04420492,0.0821424,1850063,8.545884294,-75,225,-122.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,123,71,125,0.04420492,0.00626744,1850063,8.545884294,-75,225,-122.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,124,71,125,0.00790024,0.00790024,1840263,8.545884294,-75,225,-124.5,Predicted_from_recovered_3D_model
RBGUT-10,72.419539,25.596867,125,71,125,0.0736016,0.0736016,1835363,8.545884294,-75,225,-125.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,80,80,125,0.00076616,0.00076616,2059947,22.42121777,-25,-175,-79.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,81,80,125,0.032028,0.0336608,2050194,22.42121777,-25,-175,-81.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,82,80,125,0.032028,0.0303952,2050194,22.42121777,-25,-175,-81.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,83,80,125,0.0648096,0.0705872,2040434,22.42121777,-25,-175,-83.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,84,80,125,0.0648096,0.059032,2040434,22.42121777,-25,-175,-83.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,85,80,125,0.139416,0.139416,2030669,22.42121777,-25,-175,-85.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,86,80,125,0.0930068,0.0626744,2025783,22.42121777,-25,-175,-86.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,87,80,125,0.0930068,0.1233392,2025783,22.42121777,-25,-175,-86.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,88,80,125,0.0405688,0.0405688,2016011,22.42121777,-25,-175,-88.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,89,80,125,0.0865384,0.0865384,2011125,22.42121777,-25,-175,-89.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,90,80,125,0.130624,0.130624,2006237,22.42121777,-25,-175,-90.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,91,80,125,0.0709012,0.0442112,2001347,22.42121777,-25,-175,-91.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,92,80,125,0.0709012,0.0975912,2001347,22.42121777,-25,-175,-91.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,93,80,125,0.0953932,0.1034944,1991565,22.42121777,-25,-175,-93.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,94,80,125,0.0953932,0.087292,1991565,22.42121777,-25,-175,-93.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,95,80,125,0.0566456,0.0566456,1986672,22.42121777,-25,-175,-94.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,96,80,125,0.0459696,0.0459696,1976884,22.42121777,-25,-175,-96.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,97,80,125,0.0214776,0.0214776,1971988,22.42121777,-25,-175,-97.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,98,80,125,0.0513076,0.0599112,1967092,22.42121777,-25,-175,-98.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,99,80,125,0.0513076,0.042704,1967092,22.42121777,-25,-175,-98.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,100,80,125,0.031086,0.0231104,1957299,22.42121777,-25,-175,-100.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,101,80,125,0.031086,0.0390616,1957299,22.42121777,-25,-175,-100.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,102,80,125,0.0254968,0.0254968,1952401,22.42121777,-25,-175,-101.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,103,80,125,0.0246176,0.0246176,1942604,22.42121777,-25,-175,-103.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,104,80,125,0.02437268,0.01119096,1937704,22.42121777,-25,-175,-104.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,105,80,125,0.02437268,0.0375544,1937704,22.42121777,-25,-175,-104.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,106,80,125,0.0212264,0.0212264,1932804,22.42121777,-25,-175,-105.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,107,80,125,0.0239896,0.0239896,1923004,22.42121777,-25,-175,-107.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,108,80,125,0.0385592,0.0385592,1918104,22.42121777,-25,-175,-108.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,109,80,125,0.0236128,0.0236128,1913204,22.42121777,-25,-175,-109.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,110,80,125,0.0151976,0.0151976,1908304,22.42121777,-25,-175,-110.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,111,80,125,0.0122146,0.0236128,1903404,22.42121777,-25,-175,-111.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,112,80,125,0.0122146,0.0008164,1903404,22.42121777,-25,-175,-111.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,113,80,125,0.01071368,0.01071368,1893604,22.42121777,-25,-175,-113.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,114,80,125,0.0135648,0.0135648,1888704,22.42121777,-25,-175,-114.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,115,80,125,0.0135648,0.0135648,1888704,22.42121777,-25,-175,-114.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,116,80,125,0.07065,0.0267528,1878904,22.42121777,-25,-175,-116.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,117,80,125,0.07065,0.1145472,1878904,22.42121777,-25,-175,-116.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,118,80,125,0.0396896,0.0582784,1869104,22.42121777,-25,-175,-118.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,119,80,125,0.0396896,0.0211008,1869104,22.42121777,-25,-175,-118.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,120,80,125,0.069708,0.069708,1864204,22.42121777,-25,-175,-119.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,121,80,125,0.0977796,0.0624232,1854404,22.42121777,-25,-175,-121.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,122,80,125,0.0977796,0.133136,1854404,22.42121777,-25,-175,-121.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,123,80,125,0.0727852,0.1181896,1844604,22.42121777,-25,-175,-123.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,124,80,125,0.0727852,0.0273808,1844604,22.42121777,-25,-175,-123.5,Predicted_from_recovered_3D_model
RBGUT-11,72.419996,25.593534,125,80,125,0.0519984,0.0519984,1839704,22.42121777,-25,-175,-124.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,69.9,69.9,125,0.001822994,0.0011304,2079974,24.70986331,375,225,-75.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,70.9,69.9,125,0.001822994,0.001256,2079974,24.50259874,375,225,-75.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,71.9,69.9,125,0.001822994,0.00330328,2079974,24.33469426,375,225,-75.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,72.9,69.9,125,0.001822994,0.001256,2079974,24.20696893,375,225,-75.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,73.9,69.9,125,0.001822994,0.00154488,2079974,24.12006105,375,225,-75.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,74.9,69.9,125,0.001822994,0.0017584,2079974,24.07441266,375,225,-75.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,75.9,69.9,125,0.001822994,0.002512,2079974,24.07025851,375,225,-75.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,76.9,69.9,125,0.659470202,0.0032656,2075109,24.07025851,375,225,-76.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,77.9,69.9,125,0.0032656,0.0040192,2070242,24.07025851,375,225,-77.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,78.9,69.9,125,0.0040192,0.0017584,2065373,24.07025851,375,225,-78.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,79.9,69.9,125,0.002041,0.0023236,2060502,24.07025851,375,225,-79.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,80.9,69.9,125,0.0045844,0.0045844,2055629,24.07025851,375,225,-80.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,81.9,69.9,125,0.592955696,0.00300184,2050752,24.07025851,375,225,-81.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,82.9,69.9,125,0.00300184,0.0153232,2045873,24.07025851,375,225,-82.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,83.9,69.9,125,0.011304,0.0072848,2040993,24.07025851,375,225,-83.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,84.9,69.9,125,0.559339874,0.0040192,2036112,24.07025851,375,225,-84.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,85.9,69.9,125,0.0040192,0.0067196,2031230,24.07025851,375,225,-85.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,86.9,69.9,125,0.0067196,0.0013816,2026344,24.07025851,375,225,-86.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,87.9,69.9,125,0.00170816,0.00203472,2021458,24.07025851,375,225,-87.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,88.9,69.9,125,0.513740856,0.00170816,2016572,24.07025851,375,225,-88.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,89.9,69.9,125,0.00170816,0.00082896,2011686,24.07025851,375,225,-89.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,90.9,69.9,125,0.0025748,0.00432064,2006799,24.07025851,375,225,-90.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,91.9,69.9,125,0.00202216,0.00202216,2001910,24.07025851,375,225,-91.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,92.9,69.9,125,0.476701634,0.00268784,1997020,24.07025851,375,225,-92.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,93.9,69.9,125,0.00462836,0.00656888,1992129,24.07025851,375,225,-93.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,94.9,69.9,125,0.460913401,0.00821424,1987236,24.07025851,375,225,-94.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,95.9,69.9,125,0.00821424,0.00945768,1982343,24.07025851,375,225,-95.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,96.9,69.9,125,0.00550128,0.00154488,1977449,24.07025851,375,225,-96.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,97.9,69.9,125,0.435274108,0.00165792,1972554,24.07025851,375,225,-97.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,98.9,69.9,125,0.00165792,0.00180864,1967658,24.07025851,375,225,-98.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,99.9,69.9,125,0.00180864,0.00148208,1962762,24.07025851,375,225,-99.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,100.9,69.9,125,0.00148208,0.00124344,1957865,24.07025851,375,225,-100.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,101.9,69.9,125,0.0010676,0.00089176,1952968,24.07025851,375,225,-101.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,102.9,69.9,125,0.397844916,0.00071592,1948070,24.07025851,375,225,-102.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,103.9,69.9,125,0.00080384,0.00089176,1943171,24.07025851,375,225,-103.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,104.9,69.9,125,0.000942,0.000942,1938272,24.07025851,375,225,-104.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,105.9,69.9,125,0.378551301,0.00216032,1933372,24.07025851,375,225,-105.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,106.9,69.9,125,0.00141928,0.00067824,1928472,24.07025851,375,225,-106.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,107.9,69.9,125,0.366487026,0.00111784,1923572,24.07025851,375,225,-107.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,108.9,69.9,125,0.00111784,0.00080384,1918672,24.07025851,375,225,-108.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,109.9,69.9,125,0.00080384,0.00052752,1913772,24.07025851,375,225,-109.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,110.9,69.9,125,0.00052752,0.00123088,1908872,24.07025851,375,225,-110.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,111.9,69.9,125,0.00101736,0.00080384,1903972,24.07025851,375,225,-111.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,112.9,69.9,125,0.0008792,0.0008792,1899072,24.07025851,375,225,-112.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,113.9,69.9,125,0.333508852,0.0008164,1894172,24.07025851,375,225,-113.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,114.9,69.9,125,0.00079756,0.00077872,1889272,24.07025851,375,225,-114.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,115.9,69.9,125,0.00172072,0.00172072,1884372,24.07025851,375,225,-115.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,116.9,69.9,125,0.00110528,0.00110528,1879472,24.07025851,375,225,-116.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,117.9,69.9,125,0.314936856,0.00222312,1874572,24.07025851,375,225,-117.5,Predicted_from_recovered_3D_model
RBGUT-13,72.423984,25.597144,118.9,69.9,125,0.00322792,0.00423272,1869672,24.07025851,375,225,-118.5,Predicted_from_recovered_3D_model
