Borehole_Number,Longitude_deg,Latitude_deg,Depth_m,Sand_Bottom_m,Drilled_Depth_m,Predicted_Susceptibility_SI,Observed_Susceptibility_SI_if_available,Nearest_Active_Cell_ID,Distance_to_Nearest_Cell_Centre_m,Cell_X_m,Cell_Y_m,Cell_Z_m,Susceptibility_Source
RBGUT-14,72.423984,25.595341,37.5,11.5,125,1,0.00538824,2235771,23.38952636,375,25,-37.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,38.5,11.5,125,0.0137532,0.0202216,2233594,23.38952636,375,25,-38.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,39.5,11.5,125,1,0.0072848,2231218,23.38952636,375,25,-39.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,40.5,11.5,125,0.00388104,0.00388104,2228637,23.38952636,375,25,-40.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,41.5,11.5,125,0.00336608,0.0046472,2225907,23.38952636,375,25,-41.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,42.5,11.5,125,0.952960262,0.00208496,2223010,23.38952636,375,25,-42.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,43.5,11.5,125,0.0009734,0.00099224,2219922,23.38952636,375,25,-43.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,44.5,11.5,125,0.0001884,0.00095456,2216641,23.38952636,375,25,-44.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,45.5,11.5,125,0.86416358,0.0001884,2213188,23.38952636,375,25,-45.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,46.5,11.5,125,0.00052752,0.00052752,2209619,23.38952636,375,25,-46.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,47.5,11.5,125,0.00862872,0.00862872,2205945,23.38952636,375,25,-47.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,48.5,11.5,125,0.01570628,0.02512,2202179,23.38952636,375,25,-48.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,49.5,11.5,125,0.0155744,0.00629256,2198320,23.38952636,375,25,-49.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,50.5,11.5,125,0.748329593,0.0155744,2194366,23.38952636,375,25,-50.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,51.5,11.5,125,0.002826,0.002826,2190326,23.38952636,375,25,-51.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,52.5,11.5,125,0.01353968,0.0259992,2186183,23.38952636,375,25,-52.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,53.5,11.5,125,0.0013816,0.00108016,2181966,23.38952636,375,25,-53.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,54.5,11.5,125,0.00095456,0.0013816,2177672,23.38952636,375,25,-54.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,55.5,11.5,125,0.649723411,0.00095456,2173341,23.38952636,375,25,-55.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,56.5,11.5,125,0.00059032,0.00059032,2168968,23.38952636,375,25,-56.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,57.5,11.5,125,0.00171444,0.00190912,2164561,23.38952636,375,25,-57.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,58.5,11.5,125,0.603076141,0.00151976,2160122,23.38952636,375,25,-58.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,59.5,11.5,125,0.00082268,0.0010048,2155646,23.38952636,375,25,-59.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,60.5,11.5,125,0.575064413,0.00064056,2151131,23.38952636,375,25,-60.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,61.5,11.5,125,0.0011932,0.0011932,2146579,23.38952636,375,25,-61.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,62.5,11.5,125,0.00082896,0.00082896,2141986,23.38952636,375,25,-62.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,63.5,11.5,125,0.00017584,0.0001884,2137343,23.38952636,375,25,-63.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,64.5,11.5,125,8.79E-05,0.00016328,2132665,23.38952636,375,25,-64.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,65.5,11.5,125,0.515243852,8.79E-05,2127949,23.38952636,375,25,-65.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,66.5,11.5,125,0.00184004,0.00346656,2123193,23.38952636,375,25,-66.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,67.5,11.5,125,0.494883808,0.00021352,2118405,23.38952636,375,25,-67.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,68.5,11.5,125,0.0008164,0.0008164,2113598,23.38952636,375,25,-68.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,69.5,11.5,125,0.00258736,0.00258736,2108782,23.38952636,375,25,-69.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,70.5,11.5,125,0.0042704,0.0042704,2103954,23.38952636,375,25,-70.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,71.5,11.5,125,0.00359216,0.00582784,2099117,23.38952636,375,25,-71.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,72.5,11.5,125,0.450780217,0.00135648,2094273,23.38952636,375,25,-72.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,73.5,11.5,125,0.0006908,0.0010048,2089423,23.38952636,375,25,-73.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,74.5,11.5,125,0.434574879,0.0003768,2084569,23.38952636,375,25,-74.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,75.5,11.5,125,0.00060288,0.00060288,2079709,23.38952636,375,25,-75.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,76.5,11.5,125,0.0112726,0.0092316,2074843,23.38952636,375,25,-76.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,77.5,11.5,125,0.427812394,0.0133136,2069976,23.38952636,375,25,-77.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,78.5,11.5,125,0.0472256,0.0223568,2065106,23.38952636,375,25,-78.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,79.5,11.5,125,0.420398575,0.0720944,2060235,23.38952636,375,25,-79.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,80.5,11.5,125,0.0329072,0.0329072,2055359,23.38952636,375,25,-80.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,81.5,11.5,125,0.054008,0.058404,2050482,23.38952636,375,25,-81.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,82.5,11.5,125,0.028888,0.049612,2045602,23.38952636,375,25,-82.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,83.5,11.5,125,0.015072,0.028888,2040722,23.38952636,375,25,-83.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,84.5,11.5,125,0.380837335,0.015072,2035841,23.38952636,375,25,-84.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,85.5,11.5,125,0.0198448,0.0198448,2030957,23.38952636,375,25,-85.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,86.5,11.5,125,0.0774952,0.0774952,2026071,23.38952636,375,25,-86.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,87.5,11.5,125,0.0943256,0.0943256,2021185,23.38952636,375,25,-87.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,88.5,11.5,125,0.0362984,0.0362984,2016299,23.38952636,375,25,-88.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,89.5,11.5,125,0.00906204,0.0165792,2011413,23.38952636,375,25,-89.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,90.5,11.5,125,0.00141928,0.00154488,2006525,23.38952636,375,25,-90.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,91.5,11.5,125,0.341229429,0.00141928,2001635,23.38952636,375,25,-91.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,92.5,11.5,125,0.0047728,0.0047728,1996745,23.38952636,375,25,-92.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,93.5,11.5,125,0.00405688,0.00405688,1991853,23.38952636,375,25,-93.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,94.5,11.5,125,0.01313148,0.0143184,1986960,23.38952636,375,25,-94.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,95.5,11.5,125,0.328438864,0.01194456,1982066,23.38952636,375,25,-95.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,96.5,11.5,125,0.00443368,0.00443368,1977172,23.38952636,375,25,-96.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,97.5,11.5,125,0.00128112,0.00041448,1972276,23.38952636,375,25,-97.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,98.5,11.5,125,0.316847643,0.00214776,1967380,23.38952636,375,25,-98.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,99.5,11.5,125,0.0123088,0.0016328,1962484,23.38952636,375,25,-99.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,100.5,11.5,125,0.315506259,0.0229848,1957587,23.38952636,375,25,-100.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,101.5,11.5,125,0.0223568,0.0223568,1952689,23.38952636,375,25,-101.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,102.5,11.5,125,0.0346028,0.0424528,1947791,23.38952636,375,25,-102.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,103.5,11.5,125,0.0277576,0.0267528,1942892,23.38952636,375,25,-103.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,104.5,11.5,125,0.0291392,0.0277576,1937992,23.38952636,375,25,-104.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,105.5,11.5,125,0.302763268,0.0291392,1933092,23.38952636,375,25,-105.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,106.5,11.5,125,0.015072,0.015072,1928192,23.38952636,375,25,-106.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,107.5,11.5,125,0.041448,0.041448,1923292,23.38952636,375,25,-107.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,108.5,11.5,125,0.0450904,0.0450904,1918392,23.38952636,375,25,-108.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,109.5,11.5,125,0.0378056,0.0378056,1913492,23.38952636,375,25,-109.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,110.5,11.5,125,0.0443996,0.0704616,1908592,23.38952636,375,25,-110.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,111.5,11.5,125,0.294549718,0.0183376,1903692,23.38952636,375,25,-111.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,112.5,11.5,125,0.0307092,0.030144,1898792,23.38952636,375,25,-112.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,113.5,11.5,125,0.297888082,0.0312744,1893892,23.38952636,375,25,-113.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,114.5,11.5,125,0.0771184,0.0501144,1888992,23.38952636,375,25,-114.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,115.5,11.5,125,0.030772,0.1041224,1884092,23.38952636,375,25,-115.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,116.5,11.5,125,0.0887992,0.030772,1879192,23.38952636,375,25,-116.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,117.5,11.5,125,0.0719688,0.0887992,1874292,23.38952636,375,25,-117.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,118.5,11.5,125,0.29042595,0.0719688,1869392,23.38952636,375,25,-118.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,119.5,11.5,125,0.051496,0.051496,1864492,23.38952636,375,25,-119.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,120.5,11.5,125,0.0582156,0.045844,1859592,23.38952636,375,25,-120.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,121.5,11.5,125,0.274965613,0.0705872,1854692,23.38952636,375,25,-121.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,122.5,11.5,125,0.0286368,0.0286368,1849792,23.38952636,375,25,-122.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,123.5,11.5,125,0.0592832,0.0396896,1844892,23.38952636,375,25,-123.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,124.5,11.5,125,0.288305969,0.0788768,1839992,23.38952636,375,25,-124.5,Predicted_from_recovered_3D_model
RBGUT-14,72.423984,25.595341,125,11.5,125,0.1047504,0.1047504,1835092,23.39487002,375,25,-125.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,0,0,140,1.00E-08,,2254168,14.20944279,825,75,-0.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,1,0,140,1.00E-08,0,2254168,14.20944279,825,75,-0.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,2,0,140,0.0139416,0.0139416,2254139,14.20944279,825,75,-2.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,3,0,140,0.0165792,0.0165792,2254113,14.20944279,825,75,-3.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,4,0,140,0.01545508,0.0214776,2254083,14.20944279,825,75,-4.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,5,0,140,0.01545508,0.00943256,2254083,14.20944279,825,75,-4.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,6,0,140,0.0340376,0.0340376,2254003,14.20944279,825,75,-6.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,7,0,140,0.0136904,0.0136904,2253954,14.20944279,825,75,-7.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,8,0,140,0.00889248,0.00889248,2253891,14.20944279,825,75,-8.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,9,0,140,0.00815144,0.01016104,2253811,14.20944279,825,75,-9.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,10,0,140,0.00815144,0.00614184,2253811,14.20944279,825,75,-9.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,11,0,140,0.0222312,0.0222312,2253720,14.20944279,825,75,-10.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,12,0,140,0.0148208,0.0148208,2253498,14.20944279,825,75,-12.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,13,0,140,0.0208496,0.021352,2253373,14.20944279,825,75,-13.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,14,0,140,0.0208496,0.0203472,2253373,14.20944279,825,75,-13.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,15,0,140,0.00498632,0.00498632,2253071,14.20944279,825,75,-15.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,16,0,140,0.01085812,0.00815144,2252900,14.20944279,825,75,-16.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,17,0,140,0.01085812,0.0135648,2252900,14.20944279,825,75,-16.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,18,0,140,0.01890908,0.0310232,2252506,14.20944279,825,75,-18.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,19,0,140,0.01890908,0.00679496,2252506,14.20944279,825,75,-18.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,20,0,140,0.0193424,0.0193424,2252276,14.20944279,825,75,-19.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,21,0,140,0.0185888,0.0185888,2251767,14.20944279,825,75,-21.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,22,0,140,0.0197192,0.0197192,2251474,14.20944279,825,75,-22.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,23,0,140,0.00813888,0.00813888,2251133,14.20944279,825,75,-23.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,24,0,140,0.021352,0.021352,2250748,14.20944279,825,75,-24.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,25,0,140,0.0204728,0.0204728,2250301,14.20944279,825,75,-25.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,26,0,140,0.0325304,0.0325304,2249789,14.20944279,825,75,-26.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,27,0,140,0.0246176,0.029516,2249189,14.20944279,825,75,-27.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,28,0,140,0.0246176,0.0197192,2249189,14.20944279,825,75,-27.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,29,0,140,0.01230252,0.0153232,2247644,14.20944279,825,75,-29.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,30,0,140,0.01230252,0.00928184,2247644,14.20944279,825,75,-29.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,31,0,140,0.0393128,0.0393128,2246679,14.20944279,825,75,-30.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,32,0,140,0.01037456,0.01037456,2245563,14.20944279,825,75,-31.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,33,0,140,0.01242184,0.01240928,2242919,14.20944279,825,75,-33.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,34,0,140,0.01242184,0.0124344,2242919,14.20944279,825,75,-33.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,35,0,140,0.00790024,0.00790024,2239676,14.20944279,825,75,-35.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,36,0,140,0.00845288,0.00845288,2237824,14.20944279,825,75,-36.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,37,0,140,0.01187548,0.0146952,2235809,14.20944279,825,75,-37.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,38,0,140,0.01187548,0.00905576,2235809,14.20944279,825,75,-37.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,39,0,140,0.0092316,0.0092316,2231256,14.20944279,825,75,-39.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,40,0,140,0.00713408,0.00931952,2228675,14.20944279,825,75,-40.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,41,0,140,0.00713408,0.00494864,2228675,14.20944279,825,75,-40.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,42,0,140,0.0020724,0.0020724,2223054,14.20944279,825,75,-42.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,43,0,140,0.0045844,0.0045844,2219967,14.20944279,825,75,-43.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,44,0,140,0.00852824,0.00852824,2216688,14.20944279,825,75,-44.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,45,0,140,0.02826,0.0428296,2213237,14.20944279,825,75,-45.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,46,0,140,0.02826,0.0136904,2213237,14.20944279,825,75,-45.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,47,0,140,0.01001032,0.01001032,2209668,14.20944279,825,75,-46.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,48,0,140,0.00787512,0.00787512,2205995,14.20944279,825,75,-47.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,49,0,140,0.01043736,0.01043736,2202229,14.20944279,825,75,-48.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,50,0,140,0.0143184,0.0143184,2194418,14.20944279,825,75,-50.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,51,0,140,0.01103396,0.0170816,2190379,14.20944279,825,75,-51.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,52,0,140,0.01103396,0.00498632,2190379,14.20944279,825,75,-51.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,53,0,140,0.0039564,0.0039564,2182019,14.20944279,825,75,-53.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,54,0,140,0.00870408,0.00870408,2177726,14.20944279,825,75,-54.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,55,0,140,0.00215404,0.00216032,2173395,14.20944279,825,75,-55.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,56,0,140,0.00215404,0.00214776,2173395,14.20944279,825,75,-55.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,57,0,140,0.019154,0.0221056,2164618,14.20944279,825,75,-57.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,58,0,140,0.019154,0.0162024,2164618,14.20944279,825,75,-57.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,59,0,140,0.0203472,0.0203472,2160179,14.20944279,825,75,-58.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,60,0,140,0.0249944,0.0249944,2151195,14.20944279,825,75,-60.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,61,0,140,0.0129368,0.0129368,2146644,14.20944279,825,75,-61.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,62,0,140,0.00727224,0.00727224,2142052,14.20944279,825,75,-62.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,63,0,140,0.01188176,0.00693312,2137412,14.20944279,825,75,-63.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,64,0,140,0.01188176,0.0168304,2137412,14.20944279,825,75,-63.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,65,0,140,0.00165792,0.00165792,2132734,14.20944279,825,75,-64.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,66,0,140,0.00283228,0.00306464,2123266,14.20944279,825,75,-66.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,67,0,140,0.00283228,0.00259992,2123266,14.20944279,825,75,-66.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,68,0,140,0.0026376,0.0026376,2118483,14.20944279,825,75,-67.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,69,0,140,0.00319024,0.00319024,2108861,14.20944279,825,75,-69.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,70,0,140,0.00972772,0.00300184,2104033,14.20944279,825,75,-70.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,71,0,140,0.00972772,0.0164536,2104033,14.20944279,825,75,-70.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,72,0,140,0.0268784,0.0268784,2099196,14.20944279,825,75,-71.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,73,0,140,0.0833984,0.0454672,2089502,14.20944279,825,75,-73.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,74,0,140,0.0833984,0.1213296,2089502,14.20944279,825,75,-73.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,75,0,140,0.0699592,0.0699592,2079788,14.20944279,825,75,-75.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,76,0,140,0.091688,0.0887992,2074922,14.20944279,825,75,-76.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,77,0,140,0.091688,0.0945768,2074922,14.20944279,825,75,-76.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,78,0,140,0.0183376,0.0183376,2065185,14.20944279,825,75,-78.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,79,0,140,0.0228592,0.0228592,2060314,14.20944279,825,75,-79.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,80,0,140,0.0450904,0.0211008,2055438,14.20944279,825,75,-80.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,81,0,140,0.0450904,0.06908,2055438,14.20944279,825,75,-80.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,82,0,140,0.0284484,0.0217288,2045681,14.20944279,825,75,-82.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,83,0,140,0.0284484,0.035168,2045681,14.20944279,825,75,-82.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,84,0,140,0.0651864,0.0651864,2040801,14.20944279,825,75,-83.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,85,0,140,0.00751088,0.00356704,2031036,14.20944279,825,75,-85.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,86,0,140,0.00751088,0.01145472,2031036,14.20944279,825,75,-85.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,87,0,140,0.0277576,0.0277576,2021264,14.20944279,825,75,-87.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,88,0,140,0.0397524,0.0243664,2016378,14.20944279,825,75,-88.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,89,0,140,0.0397524,0.0551384,2016378,14.20944279,825,75,-88.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,90,0,140,0.0216032,0.0216032,2006604,14.20944279,825,75,-90.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,91,0,140,0.0545732,0.0375544,2001714,14.20944279,825,75,-91.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,92,0,140,0.0545732,0.071592,2001714,14.20944279,825,75,-91.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,93,0,140,0.037366,0.0555152,1991932,14.20944279,825,75,-93.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,94,0,140,0.037366,0.0192168,1991932,14.20944279,825,75,-93.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,95,0,140,0.0316512,0.0316512,1982145,14.20944279,825,75,-95.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,96,0,140,0.0286996,0.0275064,1977251,14.20944279,825,75,-96.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,97,0,140,0.0286996,0.0298928,1977251,14.20944279,825,75,-96.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,98,0,140,0.0265016,0.0265016,1972355,14.20944279,825,75,-97.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,99,0,140,0.034854,0.0141928,1962563,14.20944279,825,75,-99.5,Predicted_from_recovered_3D_model
RBGUT-18,72.428653,25.595517,100,0,140,0.034854,0.0555152,1962563,14.20944279,825,75,-99.5,Predicted_from_recovered_3D_model
